,Brand,Model,if 1-3 days\ euro per day,Locations,Contact person
1522,Mercedes,CLA 250,250,Dubai,
1523,Mercedes,E200,300,Dubai,
1524,Mercedes,G63,1250,Dubai,
1525,Mercedes,GLC200,400,Dubai,
1526,Mercedes,GLE 53,750,Dubai,
1527,Mercedes,S500,600,Dubai,
1528,Mercedes,V250,400,Dubai,
1529,Mini,Cooper S (2 Doors),225,Dubai,
1530,Nissan,Patrol V8 and V6,600,Dubai,
1531,Porsche,Carrera,600,Dubai,
1532,Porsche,Boxster,400,Dubai,
1533,Porsche,Macan,350,Dubai,
1534,Porsche,Panamera,750,Dubai,
1535,Range Rover,Sport SVR,525,Dubai,
1536,Range Rover,Sport 2020,525,Dubai,
1537,Range Rover,Velar,650,Dubai,
1538,Range Rover,Vogue HSE,600,Dubai,
1539,Range Rover,Vogue 2020,600,Dubai,
1540,Rolls Royce,Cullinan,2000,Dubai,
1541,Rolls Royce,Dawn,2300,Dubai,
1542,Rolls Royce,Ghost 2022 & 2020,1800,Dubai,
1543,Tesla,Model X,350,Dubai,
1544,Toyota,Land Cruiser,300,Dubai,
1545,Rolls-Royce,Cullinan,2000,Dubai,Hayk
1546,Ferrari,F8 Spider,1750,Dubai,Hayk
1547,Ferrari,F8 Tributo,1500,Dubai,Hayk
1548,Lamborghini,Huracan,1350,Dubai,Hayk
1549,Lamborghini,Urus,1450,Dubai,Hayk
1550,Mercedes,G63 AMG,1250,Dubai,Hayk
1551,Mercedes,G63 AMG (Nardo),1250,Dubai,Hayk
1552,Mercedes,S500 W223,600,Dubai,Hayk
1553,Range Rover,SVR,600,Dubai,Hayk
1554,Cadillac,Escalade,450,Dubai,Hayk
1555,Mercedes,E400 Convertible,450,Dubai,Hayk
1556,Rolls Royce,Cullinan,2000,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1557,Rolls Royce,Cullinan Mansory,2000,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1558,Rolls Royce,Ghost 2022,1800,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1559,Rolls Royce,Dawn,2300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1560,Rolls Royce,Wraith,2500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1561,Bentley,Flying Spur,1300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1562,Bentley,Continental GTC W12,1550,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1563,Bentley,Bentayga,1750,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1564,Lamborghini,Urus,1450,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1565,Lamborghini,Huracan Spyder,1500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1566,Lamborghini,Huracan Evo Spyder,1500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1567,Lamborghini,Huracan STO,2000,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1568,Ferrari,Portofino,1250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1569,Ferrari,488 Spyder,1750,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1570,Ferrari,F8 Tributo Spyder,1500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1571,Mercedes,G63 Class,1250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1572,Mercedes,G700 Brabus,1500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1573,Mercedes,GLE 53,750,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1574,Mercedes,GLE 450,375,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1575,Mercedes,S500,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1576,Mercedes,S580 Maybach,650,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1577,Mercedes,EQS 53 AMG,550,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1578,Mercedes,EQS 580,700,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1579,Mercedes,C300 Sedan,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1580,Mercedes,C300 Convertible,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1581,Mercedes,C200 Sedan,250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1582,Mercedes,A200 Hatchback,250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1583,Mercedes,A220 Sedan,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1584,Mercedes,CLA250 Black,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1585,Mercedes,CLA250 45kit,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1586,Mercedes,GLC200 4M Coupe,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1587,Mercedes,E200 Cabrio,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1588,Mercedes,SL63,1000,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1589,Mercedes,V250,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1590,Porsche,Panamera,750,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1591,Porsche,Cayenne Coupe,800,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1592,Porsche,Cayenne,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1593,Porsche,911 Carrera Cabrio,700,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1594,Porsche,Boxster GTS Cabrio,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1595,Porsche,Boxter 718 Cabrio,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1596,Porsche,Boxter 718 Style Edition Cabrio,450,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1597,Audi,A3,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1598,Audi,A4,250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1599,Audi,A5 Cabrio,325,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1600,Audi,A6,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1601,Audi,Q5,325,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1602,Audi,Q8,525,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1603,Audi,RSQ8,900,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1604,Audi,RSQ3,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1605,Audi,RS6,865,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1606,Audi,RS7,650,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1607,Audi,TT,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1608,Audi,R8 Spyder,1100,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1609,Range Rover,Velar,650,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1610,Range Rover,Vogue,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1611,Range Rover,Vogue HSE,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1612,Range Rover,Defender,575,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1613,Range Rover,Sport Hybrid,525,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1614,Range Rover,SVR,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1615,Maserati,Levante,500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1616,BMW,235i M,275,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1617,BMW,320i,250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1618,BMW,430i Convertible,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1619,BMW,520i,325,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1620,BMW,730LI,500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1621,BMW,740LI Dark,550,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1622,BMW,840i,500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1623,BMW,X1 Dark,250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1624,BMW,X4,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1625,BMW,X5,1250,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1626,BMW,X6,400,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1627,BMW,X6 M-kit,675,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1628,BMW,X7 M50i,575,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1629,BMW,X7 40i,900,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1630,BMW,XM,850,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1631,Cadillac,Escalade,450,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1632,Chevrolet,Corvette,375,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1633,Chevrolet,Tahoe,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1634,Chevrolet,Tahoe Z71,350,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1635,Chevrolet,Tahoe RST,350,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1636,Chevrolet,Suburban,325,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1637,Chevrolet,Traverse,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1638,Chevrolet,Camaro V8 RS Convertible,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1639,GMC,Yukon XL,525,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1640,GMC,Yukon AT4,375,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1641,GMC,Yukon,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1642,GMC,Yukon Denali,500,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1643,GMC,Yukon Denali XL,525,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1644,Jeep,Wrangler,425,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1645,Mini,Cooper S Cabrio,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1646,Mini,Cooper S,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1647,Mini,Cooper S 2 Doors Cabrio,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1648,Mini,Countryman Desert Night Edition,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1649,Nissan,Patrol V6,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1650,Nissan,Patrol Platinum V6,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1651,Nissan,Patrol Platinum V8,600,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1652,Nissan,Xtrail Perl,225,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1653,Tesla,Model X,350,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1654,Tesla,Model Y,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1655,Toyota,Land Cruiser,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1656,Ford,Mustang V6,300,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1657,Lexus,RX 350 B,275,Dubai,Yurii Leading Luxury Car Rental company    Ekaterina
1658,Rolls Royce,Cullinan,2000,,
1659,Rolls Royce,Ghost 2022,1800,,
1660,Rolls Royce,Wraith,2500,,
1661,Lamborghini,Urus Novitec 2020,1075,,
1662,Lamborghini,Urus 2021,1450,,
1663,Lamborghini,Evo Spyder,1450,,
1664,Ferrari,SF90 2021,2400,,
1665,Ferrari,Portofino,1250,,
1666,Mercedes,S500 2022,600,,
1667,Mercedes,G-63 Double Night Package 2022,850,,
1668,Mercedes,V Class Avantgarde 2021,350,,
1669,Mercedes,C300 Sedan 2017,250,,
1670,Mercedes,C300 Sedan 2021,250,,
1671,Mercedes,GLS-450 (7 Seats),450,,
1672,BMW,X7 M Sport 2023,625,,
1673,BMW,X6 M Competition 2022,700,,
1674,BMW,X6 M Performance 2023,700,,
1675,BMW,X6 2023 White,400,,
1676,BMW,420i Cabrio 2022,325,,
1677,BMW,840i,500,,
1678,Tesla,Model X,350,,
1679,Tesla,Model Y,300,,
1680,Cadillac,Escalade Sports,600,,
1681,Chevrolet,Tahoe 2021,300,,
1682,Chevrolet,Camaro Cabrio,300,,
1683,Bentley,Bentayga,1750,,
1684,Range Rover,defender V8 (Long) 2024,575,,
1685,Range Rover,Defender V8 2023,575,,
1686,Range Rover,Sport 2020,525,,
1687,Porsche,Cayenne,400,,
1688,Nissan,Patrol,375,,
1689,Ford,Mustang Coupe,300,,
1690,Ford,Mustang Coupe 5.0,300,,
1691,Kia,Sorento,200,,
1692,Range Rover,Vogue,600,,
1693,Range Rover,Sport HST,450,,
1694,Cadillac,Escalade Sport Platinum,600,,
1695,Cadillac,Escalade Sport Full Option,600,,
1696,Audi,A8,500,,
1697,Mercedes,S Class S500,600,,
1698,Porsche,Taycan Turbo S,1000,,
1699,Mercedes,G63,1250,,
1700,Lamborghini,Huracan EVO Spyder,1500,,
1701,Lamborghini,Urus,1450,,
1702,Rolls Royce,Cullinan,2000,,
1703,Porsche,Cayenne GTS,600,,
1704,Audi ,Q8,525,,
1705,Range Rover,Velar Autobiography,850,,
1706,Ferrari,F8 Tributo Spider,1500,,
1707,Porsche,GT3,1000,Dubai,
1708,BMW,M3 Competition,400,Dubai,
1709,BMW,M4 Convertible,500,Dubai,
1710,Lamborghini,Urus,1450,Dubai,
1711,Mercedes-Benz,G63 Black,1250,Dubai,
1712,Lamborghini,Huracan Evo Coupe,1350,Dubai,
1713,Ford,Mustang,375,Dubai,
1714,Cadillac,Escalade,600,Dubai,
1715,Mercedes-Benz,G63 Green,1250,Dubai,
1716,Range Rover,Sport,525,Dubai,
1717,Chevrolet,Corvette Yellow,375,Dubai,
1718,Chevrolet,Corvette White,375,Dubai,
1719,Range Rover,Velar,650,Dubai,
1720,Mercedes-Benz,S580 White,650,Dubai,
1721,Ferrari,Roma,1450,Dubai,
1722,Ferrari,Portofino,1250,Dubai,
1723,Nissan,Z400 Grey,225,Dubai,
1724,Nissan,Z400 Yellow,225,Dubai,
1725,Nissan,Z400 Black,225,Dubai,
1726,BMW,M5 Competition,600,Dubai,
1727,BMW,M2 Competition,350,Dubai,
1728,GMC,Yukon,300,Dubai,
1729,Subaru,BRZ,200,Dubai,
1730,Toyota,Supra,250,Dubai,
1731,Dodge,Charger,500,Dubai,
1732,Mercedes-Benz,EQS 580 Black,700,Dubai,
1733,Mercedes-Benz,EQS 580 Blue,700,Dubai,
1734,Mercedes-Benz,EQS 580 Red,700,Dubai,
1735,Porsche,Taycan Turbo,850,Dubai,
1736,BMW,X1,250,"Roma
Milano 
Firenze",Giuseppe
1737,Audi,A4 allroad,250,"Roma
Milano 
Firenze",Giuseppe
1738,BMW,X3,250,"Roma
Milano 
Firenze",Giuseppe
1739,Mercedes,GLB,250,"Roma
Milano 
Firenze",Giuseppe
1740,Maserati,Grecale,400,"Roma
Milano 
Firenze",Giuseppe
1741,Maserati,Levante,500,"Roma
Milano 
Firenze",Giuseppe
1742,Volvo,XC90 7 posti,300,"Roma
Milano 
Firenze",Giuseppe
1743,Audi,Q5,325,"Roma
Milano 
Firenze",Giuseppe
1744,Audi,Q5 sportback,325,"Roma
Milano 
Firenze",Giuseppe
1745,BMW,X5,1250,"Roma
Milano 
Firenze",Giuseppe
1746,Audi,Q8,525,"Roma
Milano 
Firenze",Giuseppe
1747,Mercedes,GLE,650,"Roma
Milano 
Firenze",Giuseppe
1748,BMW,X6,400,"Roma
Milano 
Firenze",Giuseppe
1749,Land Rover,Defender 110 7 posti,575,"Roma
Milano 
Firenze",Giuseppe
1750,Range Rover,Sport,525,"Roma
Milano 
Firenze",Giuseppe
1751,BMW,X7,625,"Roma
Milano 
Firenze",Giuseppe
1752,BMW,M3 Touring Competition,425,"Roma
Milano 
Firenze",Giuseppe
1753,BMW,420 cabrio,425,"Roma
Milano 
Firenze",Giuseppe
1754,Mercedes,E220 cabrio,400,"Roma
Milano 
Firenze",Giuseppe
1755,Mercedes,V class 8 posti Extralong,400,"Roma
Milano 
Firenze",Giuseppe
